papers,dominant_topic
1831,9
1837,6
1839,6
1840,7
1842,3
1854,9
1859,6
1870,3
1876,9
1879,9
1884,0
1885,7
1888,9
1898,4
1919,3
1922,1
1923,4
1926,1
1927,4
1943,3
1945,1
1947,9
1949,1
1961,6
1970,0
1973,8
1976,5
1982,0
1991,6
1994,4
2000,0
2003,7
2005,2
2010,4
2014,8
2023,5
2030,5
2034,4
2039,9
2046,2
2047,7
2051,4
2053,9
2054,6
2057,9
2058,2
2060,2
2063,0
2064,6
2069,6
2070,4
2072,6
2073,1
2074,7
2078,0
2080,0
2085,2
2099,2
2112,6
2115,3
2124,3
2125,0
2126,3
2128,6
2129,3
2131,5
2132,5
2133,5
2138,3
2142,1
2143,9
2154,1
2159,4
2167,2
2183,2
2184,3
2188,9
2191,2
2192,9
2193,7
2195,6
2201,4
2203,4
2204,6
2206,1
2213,9
2216,4
2220,0
2224,1
2225,6
2226,4
2231,9
2239,9
2243,9
2244,3
2250,9
2257,7
2259,5
2262,6
2269,9
2270,4
2274,0
2280,9
2282,4
2283,7
2284,4
2288,5
2289,9
2296,1
2297,6
2298,0
2299,4
2307,4
2308,2
2309,2
2312,2
2321,4
2324,2
2327,4
2328,0
2335,4
2338,4
2342,0
2343,4
2347,3
2348,9
2351,4
2353,6
2355,2
2357,1
2359,0
2360,6
2363,9
2369,3
2373,4
2386,7
2388,9
2399,8
2401,4
2402,9
2403,3
2406,1
2416,7
2419,4
2425,9
2426,4
2434,7
2436,3
2438,9
2441,6
2442,3
2446,0
2450,4
2459,5
2460,6
2462,3
2466,0
2469,3
2471,9
2483,0
2484,0
2485,0
2487,9
2490,2
2494,9
2496,4
2497,8
2502,4
2505,1
2507,3
2509,9
2514,6
2515,9
2521,2
2522,9
2525,7
2528,1
2531,0
2532,1
2538,2
2540,6
2543,4
2545,0
2551,4
2556,4
2563,0
2566,4
2568,0
2573,1
2581,3
2584,7
2585,7
2587,0
2588,0
2589,4
2593,1
2604,4
2605,6
2611,8
2616,7
2617,3
2620,4
2623,2
2631,0
2634,4
2639,7
2644,5
2645,9
2651,1
2654,2
2661,7
2662,7
2666,4
2667,0
2673,5
2675,9
2676,7
2678,5
2680,6
2688,1
2695,0
2696,1
2706,2
2708,7
2711,3
2713,6
2716,0
2723,4
2726,6
2728,9
2731,4
2733,7
2734,4
2736,4
2748,7
2750,1
2755,4
2757,1
2761,6
2776,2
2782,4
2783,1
2784,0
2793,7
2802,5
2809,2
2810,5
2817,4
2819,4
2820,0
2823,1
2835,7
2843,6
2850,9
2851,2
2853,4
2855,4
2857,3
2858,4
2860,4
2861,7
2869,6
2871,4
2875,0
2880,0
2885,1
2888,2
2890,0
2892,3
2895,3
2896,9
2900,7
2902,4
2912,2
2915,4
2918,4
2921,2
2926,4
2928,9
2931,6
2932,7
2934,1
2935,9
2943,1
2948,9
2949,4
2952,9
2954,1
2955,0
2957,9
2960,6
2969,0
2981,6
2989,4
2990,8
2992,3
2993,9
2994,7
3004,9
3005,7
3006,4
3007,9
3011,1
3012,4
3013,0
3014,7
3019,4
3020,9
3022,3
3023,4
3025,4
3028,3
3029,9
3036,3
3037,1
3059,5
3062,2
3064,3
3069,3
3074,4
3076,6
3078,6
3084,0
3086,0
3087,6
3090,0
3091,2
3093,5
3098,6
3101,0
3102,7
3108,1
3112,0
3114,5
3117,7
3119,0
3125,1
3127,1
3140,9
3145,9
3146,1
3150,1
3152,5
3160,3
3163,2
3165,7
3166,6
3170,3
3173,5
3175,6
3176,1
3181,4
3182,6
3187,1
3191,9
3198,2
3202,7
3203,4
3204,0
3205,9
3209,9
3210,9
3216,3
3218,9
3222,5
3224,4
3227,7
3228,7
3229,4
3237,8
3238,3
3239,9
3243,6
3250,3
3251,7
3252,0
3253,0
3261,3
3263,0
3264,0
3266,2
3269,0
3270,9
3273,9
3274,9
3276,7
3280,2
3284,9
3285,4
3290,4
3293,6
3298,4
3299,5
3300,1
3307,1
3309,4
3310,5
3313,1
3314,4
3316,8
3319,9
3320,5
3321,6
3323,5
3327,4
3328,7
3333,4
3334,9
3346,8
3347,5
3348,4
3349,8
3350,2
3352,3
3354,6
3357,4
3361,4
3362,1
3364,1
3365,6
3369,9
3370,1
3372,0
3374,6
3375,4
3378,4
3383,0
3388,4
3393,6
3394,8
3395,7
3396,2
3399,9
3400,3
3404,6
3407,9
3409,4
3413,4
3414,2
3415,3
3418,4
3425,6
3426,1
3427,2
3429,3
3430,4
3433,9
3439,4
3443,5
3444,0
3445,6
3447,7
3448,3
3453,2
3454,1
3462,0
3464,1
3494,4
3498,0
3501,5
3506,6
3507,9
3511,5
3520,6
3532,0
3533,9
3539,5
3541,5
3544,3
3545,7
3546,6
3550,1
3552,2
3554,7
3556,6
3560,0
3561,6
3564,1
3570,9
3573,6
3575,4
3580,9
3582,4
3589,4
3590,9
3597,7
3601,2
3604,4
3608,0
3611,9
3613,4
3630,3
3633,4
3636,3
3641,9
3643,1
3651,3
3652,3
3654,1
3660,3
3667,4
3668,8
3669,2
3678,0
3685,6
3688,4
3693,4
3695,6
3699,4
3708,5
3715,4
3717,3
3725,4
3729,0
3733,0
3737,9
3739,2
3741,2
3746,0
3748,3
3752,0
3757,9
3758,4
3759,0
3761,4
3770,6
3771,6
3790,0
3793,9
3798,0
3808,4
3810,0
3819,0
3820,4
3821,8
3824,9
3833,2
3834,9
3842,7
3843,1
3850,4
3852,9
3856,9
3858,3
3870,6
3875,2
3878,6
3883,1
3886,9
3891,1
3910,4
3913,4
3916,2
3926,0
3931,0
3934,6
3938,6
3941,6
3943,4
3947,3
3955,9
3957,3
3964,1
3968,0
3969,9
3971,0
3977,6
3984,9
3985,9
3996,1
4005,4
4012,9
4026,6
4031,2
4035,2
4041,8
4042,6
4047,0
4049,9
4052,6
4057,3
4061,4
4067,7
4070,0
4072,6
4073,4
4077,5
4086,9
4089,9
4096,9
4101,2
4102,7
4107,1
4109,4
4128,0
4129,0
4131,6
4132,6
4135,4
4138,6
4140,3
4142,7
4143,2
4147,5
4150,1
4155,1
4157,4
4159,4
4164,9
4169,9
4172,3
4175,7
4177,7
4179,9
4180,2
4190,3
4192,7
4197,9
4199,9
4200,6
4203,2
4209,2
4214,9
4219,3
4224,3
4228,7
4229,7
4231,4
4237,6
4239,7
4241,1
4242,3
4243,2
4248,9
4251,3
4256,2
4259,2
4261,9
4262,2
4263,7
4267,0
4268,9
4269,0
4270,4
4271,3
4280,6
4281,4
4284,0
4289,9
4290,0
4296,4
4297,7
4298,5
4299,4
4304,7
4305,4
4309,9
4311,7
4312,3
4320,7
4322,9
4323,0
4326,1
4327,2
4328,1
4331,4
4334,6
4335,4
4336,4
4338,4
4341,2
4346,0
4347,2
4350,0
4354,0
4358,9
4369,0
4370,6
4371,3
4372,6
4374,1
4375,3
4377,4
4379,7
4380,3
4385,2
4393,6
4402,4
4412,9
4418,6
4422,6
4429,3
4430,4
4431,2
4439,6
4444,9
4446,5
4447,3
4448,0
4449,1
4462,4
4464,9
4465,1
4466,4
4468,9
4470,2
4471,9
4477,8
4478,7
4483,3
4486,6
4490,2
4491,3
4497,6
4499,9
4502,0
4503,9
4504,7
4505,5
4506,6
4507,1
4508,5
4509,0
4510,4
4512,7
4518,9
4520,6
4523,5
4525,9
4531,6
4533,6
4534,6
4542,9
4545,3
4547,9
4548,2
4549,7
4550,1
4552,9
4554,4
4555,0
4567,7
4569,9
4572,4
4574,2
4576,2
4581,9
4589,6
4591,7
4594,3
4599,4
4601,4
4608,0
4613,6
4617,1
4620,7
4621,1
4630,1
4632,6
4633,1
4634,9
4637,3
4642,7
4649,1
4656,6
4659,9
4660,7
4666,2
4667,1
4668,6
4670,9
4677,4
4686,6
4687,9
4688,1
4692,1
4694,7
4697,1
4698,6
4699,7
4702,9
4704,9
4705,9
4708,6
4711,3
4725,6
4729,2
4737,0
4743,6
4744,9
4747,6
4759,4
4761,8
4762,7
4776,9
4777,4
4778,1
4783,1
4785,4
4795,4
4802,5
4803,5
4814,4
4817,5
4819,9
4820,1
4824,2
4830,9
4839,3
4841,6
4842,9
4843,5
4846,0
4848,9
4858,4
4864,2
