|Topico 0|Topico 1|Topico 2|Topico 3|Topico 4|id|dominant_topic
99|0.0|0.0|0.0|0.0|1.0|373|0
100|0.0|0.0|0.0|0.0|1.0|374|4
101|0.0|0.0|0.0|0.0|1.0|376|4
102|0.146|0.0|0.0|0.4235|0.4305|383|3
103|0.1002|0.0|0.1848|0.0643|0.6506|385|4
104|0.0|0.0|0.0|0.0|0.0|388|1
105|0.0|0.0|0.1659|0.5269|0.3072|391|4
106|0.0|0.0|0.0|0.0|0.0|395|0
107|0.1069|0.0|0.0|0.0773|0.8158|398|4
108|0.5069|0.4931|0.0|0.0|0.0|403|1
109|0.2114|0.2401|0.0|0.0|0.5485|411|1
110|1.0|0.0|0.0|0.0|0.0|419|0
111|0.0|0.0|0.0|0.0|0.0|420|1
112|1.0|0.0|0.0|0.0|0.0|421|0
113|0.1639|0.0|0.0|0.0|0.8361|429|4
114|0.0|1.0|0.0|0.0|0.0|430|0
115|0.0|1.0|0.0|0.0|0.0|431|1
116|0.0824|0.0606|0.2439|0.5763|0.0369|437|3
117|0.0|0.0|0.0|0.0|0.0|443|1
118|1.0|0.0|0.0|0.0|0.0|445|0
119|1.0|0.0|0.0|0.0|0.0|456|0
120|0.0|0.0|0.0784|0.4243|0.4973|457|4
121|0.3813|0.3993|0.0551|0.1137|0.0505|460|0
122|0.0|0.0996|0.0|0.0|0.9004|461|4
123|1.0|0.0|0.0|0.0|0.0|468|0
124|0.0|0.0|0.0|0.0|0.0|472|0
125|0.0|0.0|0.0|1.0|0.0|475|3
126|0.0|0.0|0.0|0.0|0.0|476|0
127|0.447|0.3091|0.2439|0.0|0.0|480|0
128|0.0|0.0|0.0|0.0|0.0|485|4
129|0.1237|0.0|0.8763|0.0|0.0|496|2
130|0.0|1.0|0.0|0.0|0.0|500|0
131|0.0|0.5279|0.1444|0.3277|0.0|507|0
132|0.3672|0.3155|0.0|0.0|0.3173|508|1
133|0.0|0.0|0.0|0.0|0.0|512|4
134|0.0|1.0|0.0|0.0|0.0|520|1
135|1.0|0.0|0.0|0.0|0.0|525|4
136|0.7113|0.2887|0.0|0.0|0.0|528|0
137|0.0|0.0|0.0|0.0|0.0|530|1
138|0.0|0.0|0.0|0.0|1.0|534|4
139|0.0|1.0|0.0|0.0|0.0|535|1
140|0.0|1.0|0.0|0.0|0.0|546|1
141|0.0|0.0|0.0|0.0|0.0|549|4
142|0.2127|0.7873|0.0|0.0|0.0|551|1
143|0.0|0.0|0.0|0.0|0.0|553|0
144|0.0|0.9286|0.0|0.0|0.0714|557|1
145|1.0|0.0|0.0|0.0|0.0|558|0
146|0.0|0.0|0.0|0.0|0.0|561|0
147|0.0|1.0|0.0|0.0|0.0|562|1
148|0.1511|0.0913|0.1191|0.1524|0.4861|563|4
149|0.3998|0.0556|0.2288|0.0|0.3159|565|0
150|1.0|0.0|0.0|0.0|0.0|570|0
151|0.0|0.0|0.0|0.0|1.0|571|4
152|0.0|0.0|0.0|0.0|0.0|579|1
153|0.2449|0.7551|0.0|0.0|0.0|583|1
154|0.0|0.0|0.0|1.0|0.0|593|4
155|0.0|1.0|0.0|0.0|0.0|594|1
156|0.0|1.0|0.0|0.0|0.0|595|1
157|0.2044|0.0|0.0|0.7956|0.0|597|4
158|0.0|0.0|1.0|0.0|0.0|603|0
159|0.0|1.0|0.0|0.0|0.0|613|1
160|0.0|0.0|0.0|0.0|0.0|617|0
161|0.1874|0.0|0.0358|0.0|0.7768|619|4
162|0.2893|0.0|0.0|0.5214|0.1893|620|0
163|0.0|1.0|0.0|0.0|0.0|622|1
164|0.1527|0.0|0.2351|0.6122|0.0|637|3
165|0.4561|0.5439|0.0|0.0|0.0|642|4
166|0.0|1.0|0.0|0.0|0.0|644|1
167|0.0|0.0|0.0|0.0|0.0|645|0
168|0.393|0.0|0.607|0.0|0.0|646|0
169|0.3125|0.0|0.0|0.5274|0.1601|647|0
170|1.0|0.0|0.0|0.0|0.0|648|0
171|0.0|0.0|0.0|0.0|0.0|649|1
172|0.209|0.2588|0.2368|0.0|0.2954|650|1
173|1.0|0.0|0.0|0.0|0.0|655|0
174|0.0|1.0|0.0|0.0|0.0|656|1
175|0.0|1.0|0.0|0.0|0.0|660|1
176|0.0|0.5371|0.0|0.0|0.4629|664|4
177|0.0|1.0|0.0|0.0|0.0|666|1
178|0.326|0.1738|0.0|0.0|0.5002|667|0
179|0.4287|0.4995|0.0718|0.0|0.0|668|0
180|0.6527|0.3473|0.0|0.0|0.0|676|1
181|0.0|0.0|0.0|0.0|0.0|677|1
182|0.265|0.1582|0.0883|0.4643|0.0243|687|0
183|0.0|0.0|1.0|0.0|0.0|689|2
184|0.0|0.0|0.0|1.0|0.0|692|3
185|0.0|0.0|0.0|0.0|0.0|693|0
186|0.0|0.0|0.0|0.0|1.0|694|1
187|0.1089|0.0|0.3519|0.1823|0.3569|696|4
188|0.0|1.0|0.0|0.0|0.0|704|1
189|0.4228|0.1044|0.1136|0.0456|0.3136|709|0
190|0.0|1.0|0.0|0.0|0.0|710|1
191|0.2996|0.7004|0.0|0.0|0.0|711|1
192|0.0821|0.1409|0.0869|0.0|0.6902|714|4
193|0.2492|0.7508|0.0|0.0|0.0|715|1
194|0.0|1.0|0.0|0.0|0.0|718|1
195|0.2236|0.0|0.0|0.0|0.7764|721|0
196|0.2328|0.0|0.0|0.2141|0.5531|723|0
197|0.5406|0.1442|0.1312|0.0|0.184|726|0
198|0.2408|0.7592|0.0|0.0|0.0|732|4
199|0.3847|0.0|0.4173|0.1445|0.0535|733|0
200|1.0|0.0|0.0|0.0|0.0|737|1
201|0.1343|0.0|0.825|0.0407|0.0|742|2
202|0.0|1.0|0.0|0.0|0.0|744|1
203|1.0|0.0|0.0|0.0|0.0|746|0
204|0.085|0.4377|0.0|0.2573|0.2199|753|4
205|0.0|0.0|0.0|0.0|0.0|754|1
206|0.0|0.0|0.0|0.0|0.0|759|0
207|0.0|0.0|0.0|0.0|1.0|762|4
208|0.0|0.0|0.0|0.0|0.0|768|0
209|0.065|0.0734|0.0|0.0|0.8616|769|4
210|0.2933|0.7067|0.0|0.0|0.0|774|1
211|1.0|0.0|0.0|0.0|0.0|777|0
212|0.2726|0.7274|0.0|0.0|0.0|780|1
213|1.0|0.0|0.0|0.0|0.0|785|0
214|1.0|0.0|0.0|0.0|0.0|790|0
215|1.0|0.0|0.0|0.0|0.0|793|0
216|0.2453|0.3169|0.2681|0.1696|0.0|795|1
217|0.273|0.1203|0.581|0.0|0.0258|805|2
218|0.0|0.0|0.0|0.0|0.0|807|4
219|0.0|0.1469|0.0|0.3389|0.5142|808|4
220|0.0|0.0|0.0|0.0|1.0|809|4
221|0.2186|0.1963|0.0|0.0|0.5851|810|1
222|0.0|0.0|0.0|0.0|1.0|814|4
223|1.0|0.0|0.0|0.0|0.0|817|0
224|0.4498|0.1942|0.2407|0.0|0.1153|819|0
225|0.4057|0.0|0.0|0.1891|0.4052|823|4
226|1.0|0.0|0.0|0.0|0.0|824|4
227|0.79|0.0|0.1027|0.1073|0.0|827|0
228|0.282|0.718|0.0|0.0|0.0|830|0
229|0.1808|0.2888|0.3522|0.1165|0.0617|833|1
230|0.4998|0.0|0.0|0.0|0.5002|834|0
231|1.0|0.0|0.0|0.0|0.0|835|0
232|0.3424|0.2155|0.135|0.3071|0.0|838|0
233|0.0|0.0|0.0|0.0|1.0|841|4
234|0.2492|0.7508|0.0|0.0|0.0|845|1
235|0.4582|0.0|0.125|0.236|0.1808|846|0
236|0.0|0.0|0.0|0.0|1.0|848|1
237|0.2998|0.0|0.0|0.0|0.7002|854|0
238|0.0|0.0|0.0|0.0|1.0|855|4
239|0.0|0.0|1.0|0.0|0.0|859|2
240|0.0|1.0|0.0|0.0|0.0|860|1
241|0.0|0.0|0.0|0.0|0.0|863|0
242|0.6936|0.3064|0.0|0.0|0.0|864|0
243|0.0|1.0|0.0|0.0|0.0|868|1
244|0.2479|0.0|0.7521|0.0|0.0|878|2
245|0.8796|0.0|0.0|0.1204|0.0|879|0
246|1.0|0.0|0.0|0.0|0.0|882|0
247|0.0|0.0|0.0|0.0|0.0|883|0
248|1.0|0.0|0.0|0.0|0.0|885|0
249|0.0|0.0|0.0|0.0|1.0|886|4
250|0.0695|0.0|0.0379|0.8204|0.0722|892|3
251|1.0|0.0|0.0|0.0|0.0|898|0
252|0.0|0.0|0.0|0.0|0.0|900|0
253|0.1119|0.0|0.1057|0.3207|0.4618|901|4
254|0.3512|0.2281|0.2411|0.0|0.1796|902|0
255|0.3437|0.0|0.4266|0.0|0.2297|907|4
256|0.1289|0.282|0.0|0.0|0.5891|914|1
257|0.6326|0.3674|0.0|0.0|0.0|915|0
258|0.0|0.0|0.0|0.0|0.0|918|2
259|0.0988|0.2268|0.1059|0.2136|0.3548|919|1
260|0.2399|0.0|0.0|0.5068|0.2533|927|4
261|0.0|1.0|0.0|0.0|0.0|932|1
262|0.0|0.0|1.0|0.0|0.0|933|2
263|0.208|0.4336|0.3583|0.0|0.0|935|1
264|0.4818|0.0|0.1294|0.2388|0.15|937|0
265|0.1245|0.0299|0.0795|0.5359|0.2302|940|3
266|0.0952|0.1004|0.1016|0.0451|0.6577|941|4
267|0.0|0.0|0.0|0.0|0.0|942|1
268|0.2595|0.5935|0.1469|0.0|0.0|943|0
269|0.1245|0.0|0.1621|0.0|0.7134|945|4
270|0.5436|0.1543|0.0|0.058|0.2441|948|4
271|0.3398|0.1706|0.0|0.3438|0.1458|953|1
272|0.0|0.0444|0.088|0.1576|0.7101|955|4
273|0.0|1.0|0.0|0.0|0.0|961|1
274|0.0|0.0|0.0|0.0|0.0|962|4
275|0.0|0.0|0.0|0.0|0.0|965|1
276|0.1925|0.0|0.0|0.3476|0.4599|968|3
277|0.4327|0.0|0.0|0.5673|0.0|972|0
278|0.5217|0.0|0.2378|0.0|0.2405|975|4
279|0.1732|0.252|0.0844|0.1912|0.2992|977|0
280|0.3261|0.6739|0.0|0.0|0.0|978|0
281|0.0|0.0|0.0|0.0|0.0|980|1
282|0.2391|0.2328|0.0|0.2952|0.2329|987|4
283|0.1781|0.0|0.1627|0.0|0.6592|988|4
284|0.0|0.0|0.0|0.0|0.0|989|1
285|1.0|0.0|0.0|0.0|0.0|992|0
286|0.311|0.0|0.0|0.689|0.0|997|3
287|0.0|0.0|0.0|0.5165|0.4835|1000|4
288|0.0|1.0|0.0|0.0|0.0|1001|1
289|1.0|0.0|0.0|0.0|0.0|1003|0
290|0.4741|0.0|0.0|0.0|0.5259|1004|0
291|0.8852|0.1148|0.0|0.0|0.0|1005|0
292|0.2933|0.7067|0.0|0.0|0.0|1010|1
293|0.0392|0.2263|0.0853|0.102|0.5473|1024|4
294|1.0|0.0|0.0|0.0|0.0|1026|0
295|0.0|1.0|0.0|0.0|0.0|1031|1
296|0.0|0.0|0.0|0.0|0.0|1033|1
297|0.0|1.0|0.0|0.0|0.0|1036|1
298|0.0|0.0|1.0|0.0|0.0|1048|2
299|0.0|0.0|0.0|0.0|0.0|1050|1
300|0.0|0.0|1.0|0.0|0.0|1051|2
301|0.3623|0.6377|0.0|0.0|0.0|1052|1
302|0.463|0.537|0.0|0.0|0.0|1055|1
303|0.1212|0.0|0.0|0.3231|0.5557|1060|4
304|0.0|1.0|0.0|0.0|0.0|1063|1
305|1.0|0.0|0.0|0.0|0.0|1076|0
306|1.0|0.0|0.0|0.0|0.0|1081|0
307|0.0|0.0|0.0|0.9266|0.0734|1082|3
308|0.0|0.0|0.0|0.0|0.0|1083|0
309|0.0|0.0|0.0|0.0|0.0|1084|1
310|0.0927|0.0|0.0|0.0|0.9073|1087|4
311|0.0|0.0|0.0|0.0|0.0|1089|1
312|0.4071|0.5929|0.0|0.0|0.0|1093|0
313|1.0|0.0|0.0|0.0|0.0|1097|0
314|0.0|0.0|0.0|0.0|1.0|1098|4
315|0.0|1.0|0.0|0.0|0.0|1100|1
316|0.0|1.0|0.0|0.0|0.0|1105|1
317|0.0|1.0|0.0|0.0|0.0|1107|1
318|0.5842|0.0|0.113|0.0|0.3028|1113|0
319|0.0|0.0|0.0|0.0|1.0|1119|4
320|0.2154|0.0|0.0|0.0|0.7846|1120|4
321|0.1233|0.0|0.0436|0.0|0.8332|1123|4
322|0.4421|0.5579|0.0|0.0|0.0|1124|0
323|0.0|0.0|0.0622|0.0|0.9378|1128|4
324|1.0|0.0|0.0|0.0|0.0|1137|0
325|0.5266|0.1952|0.2782|0.0|0.0|1141|0
326|0.6564|0.0|0.0|0.0|0.3436|1142|1
327|0.0|1.0|0.0|0.0|0.0|1145|0
328|0.0|0.0|1.0|0.0|0.0|1157|2
329|0.0|0.0|0.0|0.5827|0.4173|1161|4
330|0.0|0.0|0.0|0.0|1.0|1170|4
331|1.0|0.0|0.0|0.0|0.0|1171|0
332|0.06|0.0815|0.0|0.8027|0.0558|1172|3
333|0.0|0.0|0.0|0.0|0.0|1177|0
334|0.515|0.485|0.0|0.0|0.0|1178|0
335|0.0|0.8201|0.0|0.1799|0.0|1181|3
336|0.0|0.0|0.4996|0.0|0.5004|1190|2
337|0.0|0.0|0.0|0.0|1.0|1197|2
338|0.2861|0.0|0.2892|0.0|0.4247|1199|4
339|0.0595|0.0|0.1368|0.0683|0.7353|1202|4
340|0.0|0.0|0.0|0.0|0.0|1203|1
341|0.4075|0.0|0.0|0.3237|0.2689|1208|0
342|0.5047|0.4953|0.0|0.0|0.0|1211|0
343|0.3503|0.0654|0.4584|0.0|0.126|1214|0
344|0.0|0.0|0.0|0.0|0.0|1218|0
345|0.0|0.0|0.0|0.0|1.0|1219|4
346|0.0|0.0|0.0|0.1993|0.8007|1220|4
347|0.1177|0.0406|0.0856|0.5308|0.2252|1229|3
348|0.0|0.0|0.0|0.0|1.0|1232|4
349|0.0|0.0|0.0|0.0|0.0|1235|0
350|0.0|0.0|0.0|1.0|0.0|1237|3
351|0.0|0.0|0.0|0.3324|0.6676|1239|4
352|0.0|0.0|1.0|0.0|0.0|1241|2
353|0.1161|0.0|0.7463|0.1377|0.0|1247|2
354|0.0|0.0|0.0|0.0|1.0|1249|4
355|0.0|0.0|0.0|0.0|0.0|1263|1
356|0.0|0.0|0.0|0.0|0.0|1279|1
357|0.0|0.0|1.0|0.0|0.0|1282|2
358|1.0|0.0|0.0|0.0|0.0|1284|0
359|0.0|0.0|0.0|0.0|0.0|1288|1
360|0.0|0.0|0.0|0.0|1.0|1289|4
361|1.0|0.0|0.0|0.0|0.0|1292|0
362|0.0|0.7752|0.2248|0.0|0.0|1297|1
363|0.0|0.0|0.0|0.0|0.0|1301|0
364|0.0|0.0|1.0|0.0|0.0|1302|2
365|0.1584|0.0|0.6814|0.1602|0.0|1310|2
366|0.348|0.0|0.0|0.0|0.652|1314|0
367|0.0|0.0|0.0|0.0|0.0|1317|4
368|0.0|0.0|0.0|0.0|1.0|1335|0
369|0.4297|0.0|0.2004|0.0815|0.2884|1339|4
370|1.0|0.0|0.0|0.0|0.0|1341|0
371|0.0|0.7868|0.0|0.0|0.2132|1343|1
372|0.0|0.0|0.0|0.0|0.0|1344|1
373|1.0|0.0|0.0|0.0|0.0|1345|0
374|0.0|0.0|1.0|0.0|0.0|1346|2
375|0.0|1.0|0.0|0.0|0.0|1355|0
376|0.0|0.0|0.0|0.0659|0.9341|1357|4
377|0.0|0.0|0.0|0.0|0.0|1358|0
378|1.0|0.0|0.0|0.0|0.0|1374|0
379|0.0|0.0|0.0|0.0|0.0|1381|1
380|1.0|0.0|0.0|0.0|0.0|1382|0
381|0.3844|0.0|0.6156|0.0|0.0|1384|2
382|0.2608|0.0|0.5313|0.0|0.2079|1392|0
383|0.0|1.0|0.0|0.0|0.0|1405|1
384|0.0|0.0|0.0|0.0|0.0|1407|1
385|1.0|0.0|0.0|0.0|0.0|1410|0
386|0.0|1.0|0.0|0.0|0.0|1412|1
387|0.0|0.0|0.0|0.0|0.0|1421|1
388|1.0|0.0|0.0|0.0|0.0|1426|4
389|0.363|0.637|0.0|0.0|0.0|1431|0
390|0.4805|0.0|0.5195|0.0|0.0|1437|0
391|0.0|0.075|0.0|0.0|0.925|1440|4
392|1.0|0.0|0.0|0.0|0.0|1447|0
393|0.2933|0.7067|0.0|0.0|0.0|1452|1
394|0.1374|0.0|0.2431|0.2076|0.412|1460|4
395|0.0|1.0|0.0|0.0|0.0|1462|1
396|0.1082|0.6056|0.0|0.0|0.2862|1465|1
397|0.6803|0.3197|0.0|0.0|0.0|1466|0
398|0.1957|0.0|0.2322|0.0|0.5721|1478|4
399|0.0|0.0|0.0|0.0|0.0|1482|1
400|1.0|0.0|0.0|0.0|0.0|1487|0
401|0.0|0.0|0.0|1.0|0.0|1496|3
402|0.0|0.0|0.7239|0.0|0.2761|1499|4
403|0.0|1.0|0.0|0.0|0.0|1501|1
404|0.0|0.0|0.0|0.0|0.0|1507|1
405|0.0|0.0|0.0|0.0|1.0|1512|4
406|0.0|0.0|0.0|0.0|0.0|1514|1
407|0.4406|0.5594|0.0|0.0|0.0|1516|1
408|0.0|0.0|0.0828|0.0|0.9172|1518|4
409|0.0|0.0|0.0|0.0|0.0|1521|1
410|0.4004|0.0|0.1564|0.0|0.4432|1522|4
411|0.0|0.0|0.0|0.0|1.0|1523|4
412|0.0|0.0|0.0|0.0|0.0|1524|1
413|0.0|0.0|0.0|0.0|0.0|1526|0
414|0.0|0.0|0.0|0.0|0.0|1532|4
415|0.6895|0.1832|0.1273|0.0|0.0|1536|0
416|0.6567|0.0|0.0|0.3433|0.0|1539|0
417|0.0|0.0|0.0|0.0|0.0|1542|1
418|0.0|1.0|0.0|0.0|0.0|1543|1
419|0.2933|0.7067|0.0|0.0|0.0|1552|1
420|0.0|0.0|0.0|0.0|1.0|1556|2
421|0.369|0.0785|0.0|0.0|0.5526|1563|4
422|0.0|0.0|0.0|0.0|1.0|1571|4
423|0.7762|0.2238|0.0|0.0|0.0|1584|0
424|0.2746|0.0|0.0351|0.6903|0.0|1588|3
425|0.0|0.0|0.0|0.0|0.0|1591|1
426|0.4284|0.0|0.1895|0.0|0.3821|1594|0
427|1.0|0.0|0.0|0.0|0.0|1599|0
428|0.4939|0.0|0.0|0.0|0.5061|1604|4
429|0.1819|0.1616|0.5156|0.0908|0.05|1614|2
430|0.0|0.0|0.5767|0.0|0.4233|1618|2
431|0.0|0.0|0.0|0.0|1.0|1621|4
432|0.0856|0.0|0.0589|0.1196|0.7359|1624|4
433|0.0|0.0|0.0|0.0|0.0|1629|0
434|0.3834|0.0|0.6166|0.0|0.0|1631|0
435|0.0|0.0|0.0|0.277|0.723|1632|4
436|0.0|0.1917|0.197|0.0|0.6113|1638|4
437|0.0|0.0|0.0|0.0|0.0|1655|0
438|0.0822|0.1589|0.1171|0.1158|0.526|1657|4
439|1.0|0.0|0.0|0.0|0.0|1668|0
440|0.2764|0.0|0.7236|0.0|0.0|1669|2
441|0.4783|0.0|0.2327|0.289|0.0|1703|0
442|0.6507|0.2813|0.0|0.0|0.068|1705|0
443|0.0407|0.081|0.1331|0.0763|0.669|1717|4
444|1.0|0.0|0.0|0.0|0.0|1718|0
445|0.2346|0.2109|0.1433|0.3763|0.0349|1719|3
446|0.0|0.0|0.0|0.0|0.0|1723|3
447|0.0|0.0|0.0|0.0|0.0|1724|0
448|0.0|0.0|0.0|0.0|0.0|1735|1
449|0.2537|0.0335|0.7129|0.0|0.0|1759|2
450|1.0|0.0|0.0|0.0|0.0|1761|0
451|0.6073|0.3927|0.0|0.0|0.0|1765|0
452|0.0|0.0|0.0|0.0|0.0|1783|1
453|0.6627|0.0|0.3373|0.0|0.0|1788|0
454|0.1428|0.0|0.2856|0.5716|0.0|1790|3
455|0.4987|0.4298|0.0|0.0715|0.0|1792|0
456|0.2179|0.7821|0.0|0.0|0.0|1794|1
457|0.2382|0.7618|0.0|0.0|0.0|1800|1
458|1.0|0.0|0.0|0.0|0.0|1802|0
459|0.0|1.0|0.0|0.0|0.0|1817|1
460|0.0|0.4808|0.0|0.5192|0.0|1819|1
461|0.7417|0.0|0.0|0.0|0.2583|1821|0
462|1.0|0.0|0.0|0.0|0.0|1822|4
463|0.1774|0.6464|0.0|0.0|0.1762|1826|0
464|0.4693|0.0|0.0|0.0|0.5307|1831|0
465|0.0|1.0|0.0|0.0|0.0|1837|1
466|0.0|0.0|0.0|1.0|0.0|1839|3
467|0.0|0.0|1.0|0.0|0.0|1840|2
468|0.0|0.0|0.0406|0.042|0.9174|1842|4
469|0.5949|0.4051|0.0|0.0|0.0|1854|0
470|0.0|1.0|0.0|0.0|0.0|1859|1
471|0.0|0.0|0.0|0.0|1.0|1870|4
472|0.0|0.0|0.0|0.0|0.0|1876|0
473|0.0859|0.8223|0.0917|0.0|0.0|1879|0
474|0.0|0.0|0.0|0.0855|0.9145|1884|4
475|0.1267|0.0|0.8733|0.0|0.0|1885|2
476|0.1931|0.41|0.0|0.0|0.3969|1888|0
477|0.4549|0.0|0.0|0.5451|0.0|1898|0
478|0.0|0.0|0.0|0.0|1.0|1919|4
479|0.0|1.0|0.0|0.0|0.0|1922|1
480|0.5205|0.4055|0.074|0.0|0.0|1923|0
481|0.0|1.0|0.0|0.0|0.0|1926|1
482|0.3184|0.0|0.6534|0.0|0.0281|1927|0
483|0.0756|0.0|0.0|0.6703|0.2541|1943|4
484|0.0|0.0|0.0|0.0|0.0|1945|1
485|0.5457|0.0|0.132|0.13|0.1922|1947|0
486|0.0|1.0|0.0|0.0|0.0|1949|1
487|0.0|0.0|0.0|0.0|0.0|1961|1
488|0.0836|0.0|0.078|0.0|0.8384|1970|4
489|0.0|0.0|0.5089|0.0|0.4911|1973|2
490|0.0|0.0|0.0|0.8988|0.1012|1976|3
491|0.3171|0.0|0.3076|0.192|0.1834|1982|0
492|0.0|0.0|0.0|0.0|0.0|1991|1
493|1.0|0.0|0.0|0.0|0.0|1994|0
494|0.0954|0.0|0.0|0.0|0.9046|2000|4
495|0.3272|0.0|0.6728|0.0|0.0|2003|2
496|0.123|0.2795|0.0|0.0|0.5974|2005|1
497|0.0|0.0|0.0|0.0|0.0|2010|0
498|0.0|0.0|0.0|0.0|1.0|2014|2
499|0.0|0.0|0.0|1.0|0.0|2023|3
500|0.0|0.0|0.0|1.0|0.0|2030|3
