,dominant_topic,document_id,document_score
342,1,1211,0.17455301317080926
343,8,1214,0.39996226072304714
344,7,1218,0.06517537223558847
345,5,1219,0.36112160304794155
346,5,1220,0.1873439396446618
347,2,1229,0.6256263546698124
348,5,1232,0.24541426474280018
349,9,1235,0.030879474374311475
350,2,1237,0.08477659878711453
351,5,1239,0.19652677657944034
352,3,1241,0.15728787940693623
353,3,1247,0.20769964650251613
354,5,1249,0.14164832319133353
355,4,1263,0.155052163665546
356,6,1279,0.03795569881964064
357,3,1282,0.2818882687884814
358,7,1284,0.09155012683053391
359,1,1288,0.054790708368732996
360,5,1289,0.23929192126049253
361,9,1292,0.21067401464567156
362,4,1297,0.3198933583373258
363,8,1301,0.19399035998305622
364,3,1302,0.1522386107100666
365,3,1310,0.24644697485264802
366,8,1314,0.32084117943280177
367,3,1317,0.06308712538785229
368,7,1335,0.15294429793170206
369,5,1339,0.21398345529507704
370,9,1341,0.1704421609977571
371,4,1343,0.314294786675971
372,6,1344,0.013748066877048826
373,9,1345,0.15522955327647114
374,3,1346,0.076456429986036
375,7,1355,0.06405772496222158
376,5,1357,0.40619112021357084
377,9,1358,0.0962035157303974
378,7,1374,0.09662927301159725
379,1,1381,0.06626078942369873
380,9,1382,0.15618676920751937
381,3,1384,0.17591095767125023
382,9,1392,0.10463537749642281
383,6,1405,0.17617126004611758
384,6,1407,0.029857562196790907
385,8,1410,0.2939520330768625
386,4,1412,0.37159589591352804
387,6,1421,0.0111167927441031
388,0,1426,0.14026285398499289
389,7,1431,0.2573350092628428
390,8,1437,0.2225887261623551
391,5,1440,0.24738408020719865
392,9,1447,0.1841898369057993
393,6,1452,0.05934699095638849
394,0,1460,0.19941163066859244
395,4,1462,0.13553766806950854
396,4,1465,0.5605556315384326
397,7,1466,0.1238621754543183
398,5,1478,0.1750289154797472
399,6,1482,0.0496224067168139
400,7,1487,0.17114095861667403
401,2,1496,0.17654364202718922
402,0,1499,0.1395405128549888
403,6,1501,0.1104955485241369
404,6,1507,0.019352114141537285
405,0,1512,0.23668984002547566
406,1,1514,0.11342238514233992
407,6,1516,0.18954126462523613
408,5,1518,0.2623292282020936
409,4,1521,0.04253468682276857
410,5,1522,0.2956566442246686
411,5,1523,0.17688271208841014
412,4,1524,0.017574153216476214
413,9,1526,0.06266381008383282
414,5,1532,0.02394420510918676
415,0,1536,0.21237058476229598
416,7,1539,0.09613266119153274
417,6,1542,0.033610572812997966
418,6,1543,0.05916953820463849
419,6,1552,0.05934699095638849
420,3,1556,0.12303504960310621
421,0,1563,0.27955372052103566
422,5,1571,0.15861491694426288
423,0,1584,0.23175948273687574
424,2,1588,0.44800001192324823
425,6,1591,0.04993540822825748
426,9,1594,0.1058261019251718
427,8,1599,0.14615275085476692
428,5,1604,0.3405943561141685
429,3,1614,0.3178926977338667
430,3,1618,0.1337202686885428
431,0,1621,0.10399348881683902
432,5,1624,0.2678098558958421
433,7,1629,0.030455214105903818
434,8,1631,0.08431227715171451
435,5,1632,0.14289900466934874
436,5,1638,0.2741244361522315
437,0,1655,0.10353882777344549
438,5,1657,0.26571768002923574
439,8,1668,0.16503102799038416
440,3,1669,0.25405013177183294
441,9,1703,0.22566477586599923
442,7,1705,0.18435360247167135
443,5,1717,0.44176100299956056
444,7,1718,0.09665392228558943
445,2,1719,0.31530334175091135
446,6,1723,0.015414288325822041
447,7,1724,0.10740807040549065
448,6,1735,0.015414288325822041
449,3,1759,0.33400242347214293
450,9,1761,0.08268624820061637
451,7,1765,0.18706198617408315
452,1,1783,0.17152327858017233
453,7,1788,0.22593554297793164
454,2,1790,0.38969853839953933
455,7,1792,0.264211364693288
456,4,1794,0.28954148502148047
457,1,1800,0.22192075024663988
458,8,1802,0.06525078080633362
459,4,1817,0.20521586555231128
460,6,1819,0.14934730268003146
461,7,1821,0.15097800085311985
462,5,1822,0.04655611098367673
463,7,1826,0.17275395472542246
464,7,1831,0.08768701236151971
465,6,1837,0.02155351778126376
466,6,1839,0.0766502914213115
467,3,1840,0.15623485036137513
468,5,1842,0.3326323867382999
469,7,1854,0.11820633444194406
470,6,1859,0.0739190128537916
471,5,1870,0.30289525104984333
472,7,1876,0.07174699839259355
473,7,1879,0.19532976324546325
474,5,1884,0.24271097783659323
475,3,1885,0.2815946557606761
476,7,1888,0.15818968064088612
477,9,1898,0.10577396957120522
478,5,1919,0.17877764968490384
479,1,1922,0.13376525544788767
480,9,1923,0.17780050861403163
481,1,1926,0.2695007832321679
482,0,1927,0.3366602609602803
483,5,1943,0.20489576537345
484,1,1945,0.06626078942369873
485,7,1947,0.18829434519289703
486,1,1949,0.10760343038720738
487,6,1961,0.017082513626572326
488,5,1970,0.2164792143184748
489,3,1973,0.25354233556597944
490,2,1976,0.28595195219501224
491,0,1982,0.10260768496769007
492,6,1991,0.028878542329695778
493,8,1994,0.16825340326194502
494,5,2000,0.2466114067168458
495,3,2003,0.12577907676627612
496,4,2005,0.16145867923444673
497,9,2010,0.05920208623719651
498,3,2014,0.03190963642604417
499,2,2023,0.17440992547469505
500,2,2030,0.11381408745529989
501,8,2034,0.19318866153911496
502,7,2039,0.06667877707028856
503,4,2046,0.10525764711377242
504,3,2047,0.24089410162108793
505,9,2051,0.12198484986413066
506,7,2053,0.06347237680072593
507,6,2054,0.2025380607650562
508,0,2057,0.32989902113165415
509,4,2058,0.04876769176695831
510,4,2060,0.12004440669326853
511,0,2063,0.2087911191943963
512,6,2064,0.048930887852504205
513,6,2069,0.1637656583669141
514,8,2070,0.10231825963719249
515,6,2072,0.09231040965909093
516,1,2073,0.03688843464430597
517,3,2074,0.21602298888587967
518,5,2078,0.16995966205051752
519,0,2080,0.14424353237838758
520,4,2085,0.21524900218380896
521,4,2099,0.05762016541989773
522,6,2112,0.04291441480973395
523,5,2115,0.21856533674536086
524,5,2124,0.3593355275555306
525,0,2125,0.1473985418167
526,5,2126,0.33950145033299856
527,6,2128,0.0739190128537916
528,5,2129,0.16825748535244017
529,2,2131,0.3543010065302109
530,2,2132,0.4268998406360523
531,2,2133,0.22090936019752333
532,5,2138,0.40398211531388545
533,1,2142,0.025094666035495625
534,7,2143,0.03567216566442515
535,1,2154,0.08316666999457328
536,8,2159,0.15372849577703168
537,4,2167,0.19840465929030876
538,9,2183,0.0483659183832095
539,5,2184,0.3070835352705725
540,7,2188,0.2552444460471043
541,4,2191,0.07303917829041681
542,7,2192,0.09032794821228761
543,3,2193,0.14643998485818677
544,9,2195,0.02434674699223601
545,8,2201,0.17662558534477266
546,9,2203,0.2601818864557453
547,6,2204,0.0766502914213115
548,1,2206,0.08670013533009685
549,7,2213,0.20738179282128233
550,8,2216,0.10509175124441175
551,0,2220,0.34974893692778963
552,7,2224,0.1689549069629778
553,9,2225,0.08883547076454361
554,9,2226,0.06410055169172876
555,7,2231,0.17343103515821645
556,7,2239,0.18788471445732022
557,7,2243,0.061984300197599415
558,5,2244,0.2278113129881295
559,7,2250,0.12022926207041286
560,3,2257,0.08099447348383013
561,2,2259,0.33065161406155075
562,9,2262,0.19354232992258832
563,7,2269,0.08198624370350907
564,8,2270,0.3362110157115287
565,5,2274,0.14195804805214401
566,9,2280,0.09848286046415954
567,8,2282,0.07048636188415594
568,3,2283,0.2587338968090634
569,8,2284,0.2540264794791056
570,2,2288,0.310750684262165
571,7,2289,0.0764548907742944
572,1,2296,0.1171743222876988
573,6,2297,0.08804808053433427
574,5,2298,0.23601497043387315
575,9,2299,0.2331928507882697
576,8,2307,0.21746835896805652
577,4,2308,0.017574153216476214
578,4,2309,0.2740876822943031
579,4,2312,0.06401537938722232
580,9,2321,0.31040740185139687
581,4,2324,0.21362905740096183
582,8,2327,0.12567399567199827
583,5,2328,0.05112141033400876
584,8,2335,0.37326322451289606
585,8,2338,0.1653844007410174
586,0,2342,0.1161252488874614
587,9,2343,0.28307820382578647
588,5,2347,0.06524305613679901
589,0,2348,0.09855468400278786
590,9,2351,0.07706185580556463
591,6,2353,0.0795851262051566
592,9,2355,0.05245063820303949
593,1,2357,0.07841941207463361
594,0,2359,0.050217111174457
595,6,2360,0.09387336560540716
596,7,2363,0.14764152159698446
597,5,2369,0.27430228156692027
598,9,2373,0.06273607045994371
599,3,2386,0.12783618267431224
600,0,2388,0.17260826555836922
601,3,2399,0.06872318708551613
602,9,2401,0.10865792729396355
603,7,2402,0.1620387236457573
604,5,2403,0.2749724803342221
605,1,2406,0.17712735410352734
606,3,2416,0.11585555951702725
607,8,2419,0.2683746965945885
608,7,2425,0.35530301225598676
609,8,2426,0.04952512928326072
610,3,2434,0.06724375216170042
611,5,2436,0.308320235180592
612,7,2438,0.16056862502699704
613,6,2441,0.14623828156318608
614,5,2442,0.26183644731645034
615,0,2446,0.2267254655350654
616,8,2450,0.16412407986263058
617,2,2459,0.3825792809867297
618,6,2460,0.1564488072212985
619,5,2462,0.27257097157608723
620,5,2466,0.15656128912072687
621,7,2469,0.08543265248241004
622,7,2471,0.29779856430602103
623,5,2483,0.03375870741774304
624,0,2484,0.10065907495295703
625,0,2485,0.18669899188744454
626,7,2487,0.20854224470988458
627,4,2490,0.02636122982471432
628,9,2494,0.15000737727470784
629,8,2496,0.18492176925566778
630,3,2497,0.29157022008984906
631,9,2502,0.1419607071426697
632,1,2505,0.14896412752757493
633,5,2507,0.19015895966898963
634,7,2509,0.15856005518218924
635,6,2514,0.05366667075245685
636,7,2515,0.15107898876436246
637,4,2521,0.06665884391158103
638,7,2522,0.10964474664108005
639,3,2525,0.15770644109185752
640,1,2528,0.06533229899051626
641,5,2531,0.2609928400843204
642,1,2532,0.01132199938976309
643,9,2538,0.14894514055618704
644,6,2540,0.0496224067168139
645,8,2543,0.06974063460181523
646,0,2545,0.14210783381400396
647,9,2551,0.06278827236867707
648,8,2556,0.4138010558607498
649,5,2563,0.30916090691271264
650,8,2566,0.1123657647285333
651,5,2568,0.3326796532918954
652,1,2573,0.21446965680763697
653,5,2581,0.44012713385861324
654,3,2584,0.13479009153835678
655,3,2585,0.26076737681596024
656,0,2587,0.13175770074161694
657,0,2588,0.23919541402517486
658,8,2589,0.18019865998472898
659,1,2593,0.12491034257521644
660,9,2604,0.10729566768212563
661,6,2605,0.11758599046598966
662,3,2611,0.3572874605804534
663,3,2616,0.127007541567866
664,5,2617,0.408124010228319
665,8,2620,0.08361873981664392
666,4,2623,0.12715026730922935
667,5,2631,0.22207754550336395
668,8,2634,0.05124379957877491
669,3,2639,0.1048907093308476
670,2,2644,0.350909481648045
671,7,2645,0.05709082670521343
672,1,2651,0.06626078942369873
673,4,2654,0.046049165708214455
674,3,2661,0.23932548347845034
675,3,2662,0.1505736309497124
676,9,2666,0.09407730015203808
677,5,2667,0.15001992212482756
678,2,2673,0.23653278297440683
679,7,2675,0.12507059018461036
680,3,2676,0.06142570957065307
681,2,2678,0.5247592297504241
682,9,2680,0.07601195040348045
683,1,2688,0.19153398071834152
684,5,2695,0.0897063934355629
685,1,2696,0.12441174609413727
686,9,2706,0.2135535070284603
687,3,2708,0.3960420540034279
688,5,2711,0.32291018198973653
689,6,2713,0.06434517617832625
690,0,2716,0.13825561058808641
691,9,2723,0.17825565323972672
692,6,2726,0.05916953820463849
693,7,2728,0.17471579148221816
694,8,2731,0.15094509840285886
695,3,2733,0.1767392766953922
696,9,2734,0.03448059357302739
697,9,2736,0.18459447519458627
698,3,2748,0.22209015606501217
699,6,2750,0.05934699095638849
700,8,2755,0.2999467527010632
701,1,2757,0.06724204547010594
702,6,2761,0.1637656583669141
703,4,2776,0.06223333244152644
704,9,2782,0.017998953435619296
705,1,2783,0.14618236799331424
706,5,2784,0.1547924288831362
707,3,2793,0.2642420044316871
708,2,2802,0.46314257533930103
709,4,2809,0.12308782542456387
710,2,2810,0.43238278225688115
711,9,2817,0.14495078240121023
712,8,2819,0.10578857851748608
713,0,2820,0.27187163623749744
714,6,2823,0.05934699095638849
715,3,2835,0.05160052096291753
716,6,2843,0.05916953820463849
717,0,2850,0.12921219296368378
718,4,2851,0.06077092856114005
719,8,2853,0.26348977260760326
720,8,2855,0.07733600340807754
721,5,2857,0.17031679423836188
722,8,2858,0.3423631348802632
723,8,2860,0.32961192094389274
724,3,2861,0.09905287546740882
725,6,2869,0.010585064356245398
726,9,2871,0.11142802062425565
727,0,2875,0.08952857730685834
728,5,2880,0.01576313413458038
729,1,2885,0.1490128142974896
730,4,2888,0.08123248720720733
731,5,2890,0.41329695783023335
732,5,2892,0.05073135442440016
733,5,2895,0.1401298939605228
734,7,2896,0.23691099213180314
735,3,2900,0.1564436778306405
736,8,2902,0.12466595967574554
737,4,2912,0.1745882804902571
738,8,2915,0.03681686672251996
739,9,2918,0.15171118022592328
740,4,2921,0.24079531518328096
741,8,2926,0.2534781076052305
742,7,2928,0.12643457811870532
743,6,2931,0.07031412513825985
744,3,2932,0.14075958023878218
745,1,2934,0.11921091213928758
746,0,2935,0.16022351133233848
747,1,2943,0.1197219522140828
748,7,2948,0.10232990378817797
749,9,2949,0.0729417411503044
750,7,2952,0.0870419721918416
751,1,2954,0.09859820838368158
752,0,2955,0.11920885965132992
753,7,2957,0.1765801930358003
754,6,2960,0.1637656583669141
755,5,2969,0.050441814766595316
756,6,2981,0.09032373484287545
757,9,2989,0.09551661991411632
758,3,2990,0.019398365598566315
759,5,2992,0.22070645086224747
760,7,2993,0.1876025332140749
761,3,2994,0.06023469965740909
762,0,3004,0.2728158234016298
763,3,3005,0.13831935706706858
764,8,3006,0.18176632801153933
765,7,3007,0.18202805674913108
766,1,3011,0.19145422538144327
767,9,3012,0.03428194207191519
768,0,3013,0.041220978119187804
769,3,3014,0.1876553640214982
770,8,3019,0.10757828300143606
771,7,3020,0.18794507711004435
772,5,3022,0.12523729450888968
773,9,3023,0.05594109438797676
774,9,3025,0.12976106902331147
775,5,3028,0.2970856761552937
776,0,3029,0.31316539428162354
777,5,3036,0.21003532023928906
778,6,3037,0.07642950458296081
779,2,3059,0.2526050614024417
780,4,3062,0.18496898122807284
781,5,3064,0.2803632326151552
782,5,3069,0.1536666349135734
783,9,3074,0.1125979603715001
784,6,3076,0.1037879888467492
785,6,3078,0.0951150395787422
786,5,3084,0.24597810517094876
787,5,3086,0.10419638853277444
788,6,3087,0.07446765388708344
789,5,3090,0.27313046367453603
790,4,3091,0.06884374992993049
791,2,3093,0.4150173468265397
792,6,3098,0.07132143636462038
793,0,3101,0.16474845924860035
794,3,3102,0.21982170872849252
795,1,3108,0.19465650262674647
796,5,3112,0.12606386810764392
797,2,3114,0.12502159881002065
798,3,3117,0.2521477145440787
799,0,3119,0.18558646428254913
800,1,3125,0.049590961551262636
801,1,3127,0.2738581070638729
802,7,3140,0.12892223787184426
803,9,3145,0.20066505521836844
804,1,3146,0.25302349456261336
805,1,3150,0.19813932332285827
806,2,3152,0.4024232134126414
807,5,3160,0.37709505008844796
808,4,3163,0.10525764711377242
809,3,3165,0.3042345621656775
810,6,3166,0.1637656583669141
811,5,3170,0.12094537481394045
812,2,3173,0.43032818603374656
813,4,3175,0.05775481978420935
814,1,3176,0.17285937834199733
815,8,3181,0.15170427073232032
816,4,3182,0.03919884843043215
817,1,3187,0.04192005487030232
818,7,3191,0.14348790817294718
819,4,3198,0.19181090870614675
820,3,3202,0.09286842846540538
821,8,3203,0.09932483348461457
822,2,3204,0.15357026911815674
823,0,3205,0.1288973684127094
824,7,3209,0.1529482960949543
825,0,3210,0.22320668866864796
826,5,3216,0.3781820039245365
827,0,3218,0.41653835563887487
828,2,3222,0.4862743280561911
829,8,3224,0.1044001373546605
830,3,3227,0.1674552102183119
831,3,3228,0.12871903974446033
832,8,3229,0.15915682559519312
833,3,3237,0.06628616148378727
834,5,3238,0.29599861556986845
835,7,3239,0.11158969789769076
836,6,3243,0.07583838683058261
837,5,3250,0.4409523089468452
838,3,3251,0.1964107858171179
839,5,3252,0.11976329429997411
840,5,3253,0.032709185280733896
841,5,3261,0.17137310100594547
842,0,3263,0.11021911635969854
843,5,3264,0.148796460161842
844,4,3266,0.25897101765482666
845,0,3269,0.09855468400278786
846,7,3270,0.08687321102450081
847,7,3273,0.12913951518773797
848,7,3274,0.08419145486520928
849,3,3276,0.2180202768775815
850,9,3280,0.02686910888238097
851,0,3284,0.2269671385542536
852,8,3285,0.12874274790297754
853,8,3290,0.22889710744588945
854,6,3293,0.0496224067168139
855,9,3298,0.2030643492001593
856,2,3299,0.4696264123753921
857,1,3300,0.04841927687359389
858,1,3307,0.05285270499283566
859,8,3309,0.3053328775737649
860,2,3310,0.8430334312651075
861,1,3313,0.17622481802614995
862,0,3314,0.22759402768338455
863,3,3316,0.22339448196944275
864,7,3319,0.025196064021605073
865,2,3320,0.7920824505603989
866,6,3321,0.03367200767729089
867,2,3323,0.29975328345031044
868,8,3327,0.06702530263139347
869,3,3328,0.2747323718861614
870,9,3333,0.11872244692731511
871,7,3334,0.039543003754782036
872,3,3346,0.2998872066163986
873,2,3347,0.5403996329567033
874,8,3348,0.1355682455091674
875,3,3349,0.12670241999741247
876,4,3350,0.38183099134203446
877,5,3352,0.18863244945371505
878,6,3354,0.050116929082181766
879,8,3357,0.17049121390706107
880,0,3361,0.20397864145522412
881,6,3362,0.010585064356245398
882,1,3364,0.06626078942369873
883,6,3365,0.06541648750031259
884,7,3369,0.15769605847019785
885,1,3370,0.1469341166171904
886,5,3372,0.28925120195238796
887,6,3374,0.27373156861262643
888,8,3375,0.06034145783696479
889,9,3378,0.10346530130409337
890,0,3383,0.13959544944792146
