|Topico 0|Topico 1|Topico 2|Topico 3|Topico 4|Topico 5|Topico 6|Topico 7|Topico 8|Topico 9|id|dominant_topic
102|0.0|0.0603|0.0|0.4024|0.0|0.0|0.3484|0.0|0.1888|0.0|383|6
103|0.1642|0.0|0.0|0.6278|0.0|0.0992|0.0|0.0|0.1089|0.0|385|3
104|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|388|9
105|0.1462|0.0|0.0|0.2531|0.0|0.0|0.4496|0.0|0.1512|0.0|391|3
106|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|395|9
107|0.0|0.0|0.0|0.8516|0.0|0.1062|0.0423|0.0|0.0|0.0|398|3
108|0.0|0.3149|0.0|0.0|0.3888|0.0|0.0|0.0|0.2962|0.0|403|4
109|0.0|0.1895|0.3263|0.4842|0.0|0.0|0.0|0.0|0.0|0.0|411|2
110|0.0|0.2727|0.2629|0.0|0.0|0.2287|0.0|0.0|0.2357|0.0|419|5
111|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|420|2
112|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|421|5
113|0.0|0.0977|0.0851|0.414|0.0|0.0|0.0|0.0|0.4032|0.0|429|3
114|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|430|5
115|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|431|2
116|0.24|0.0|0.0682|0.0387|0.0|0.0772|0.5759|0.0|0.0|0.0|437|6
117|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|443|9
118|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6603|0.3397|445|8
119|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|456|5
120|0.059|0.0|0.0|0.3294|0.0557|0.0|0.3097|0.0|0.2462|0.0|457|8
121|0.0428|0.386|0.0|0.0419|0.4318|0.0505|0.0471|0.0|0.0|0.0|460|1
122|0.0|0.0|0.0287|0.6841|0.1878|0.0|0.0|0.0|0.0994|0.0|461|3
123|0.0|0.8146|0.0|0.0929|0.0|0.0925|0.0|0.0|0.0|0.0|468|1
124|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|472|5
125|0.0|0.0|0.0|0.0|0.3647|0.0|0.6353|0.0|0.0|0.0|475|6
126|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|476|1
127|0.1434|0.2152|0.0651|0.0|0.1006|0.1958|0.0|0.0|0.1013|0.1786|480|1
128|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|485|3
129|0.7922|0.0|0.0|0.0|0.0|0.1039|0.0|0.0|0.1039|0.0|496|0
130|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|500|5
131|0.0732|0.1537|0.0|0.0|0.1824|0.0|0.1619|0.0|0.0|0.4288|507|1
132|0.0|0.2834|0.4353|0.2813|0.0|0.0|0.0|0.0|0.0|0.0|508|2
133|0.0|0.3136|0.0|0.0|0.0|0.0|0.0|0.0|0.6864|0.0|512|8
134|0.0|0.2599|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.7401|520|9
135|0.0|0.0|0.0|0.0|0.0|0.5305|0.0|0.0|0.4695|0.0|525|8
136|0.0|0.6348|0.0|0.0|0.1842|0.0|0.0|0.0|0.0|0.1809|528|1
137|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|530|2
138|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|534|3
139|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|535|4
140|0.0|0.3505|0.0|0.0|0.6495|0.0|0.0|0.0|0.0|0.0|546|4
141|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|549|3
142|0.0|0.3045|0.1545|0.0|0.0|0.0|0.0|0.0|0.0|0.541|551|9
