dominant_topic,document_id,document_score
9,863,0.0
1,864,0.5677
3,868,1.0
4,878,0.4975
8,879,0.5948
1,882,1.0
8,883,0.0
8,885,0.3277
6,886,1.0
4,892,0.7183
8,898,0.8047
7,900,1.0
0,901,0.6282
1,902,0.2275
6,907,0.2984
2,914,0.6165
1,915,0.3523
4,918,0.0
2,919,0.2847
8,927,0.443
3,932,1.0
4,933,1.0
3,935,0.46
9,937,0.589
4,940,0.3779
0,941,0.5835
3,942,1.0
8,943,0.287
6,945,0.4131
6,948,0.2472
3,953,0.5601
0,955,0.4925
3,961,0.5596
6,962,0.0
3,965,0.0
4,968,0.3661
1,972,1.0
6,975,0.7794
1,977,0.269
1,978,0.4997
1,980,0.0
0,987,0.2399
6,988,0.4351
7,989,1.0
1,992,1.0
4,997,0.839
0,1000,0.6592
1,1001,1.0
8,1003,1.0
1,1004,0.5225
9,1005,0.4928
3,1010,0.6014
0,1024,0.5006
9,1026,0.5462
3,1031,1.0
1,1033,0.0
1,1036,0.5534
4,1048,1.0
3,1050,0.0
4,1051,0.9594
3,1052,0.2557
1,1055,0.4407
8,1060,0.4238
1,1063,1.0
9,1076,1.0
7,1081,0.711
4,1082,0.8884
7,1083,0.9074
2,1084,0.0
6,1087,0.8048
2,1089,0.0
1,1093,0.3851
9,1097,0.8458
6,1098,0.638
2,1100,0.6885
3,1105,1.0
2,1107,1.0
8,1113,0.6098
6,1119,0.761
0,1120,0.7836
0,1123,0.5581
1,1124,0.4657
6,1128,0.6454
8,1137,0.8342
8,1141,0.3789
3,1142,0.6113
8,1145,1.0
4,1157,1.0
0,1161,0.4955
0,1170,0.6104
8,1171,1.0
4,1172,0.7091
7,1177,1.0
9,1178,0.3722
5,1181,0.557
4,1190,1.0
4,1197,0.7462
0,1199,0.7852
6,1202,0.5817
3,1203,0.0
1,1208,0.2782
1,1211,0.732
8,1214,0.4107
1,1218,1.0
0,1219,0.5521
0,1220,0.6907
4,1229,0.4474
0,1232,0.9246
7,1235,0.0
4,1237,1.0
6,1239,0.7735
4,1241,1.0
4,1247,0.6479
6,1249,0.5294
2,1263,0.0
3,1279,0.0
4,1282,0.6725
1,1284,0.8121
3,1288,0.0
6,1289,0.9184
1,1292,0.6524
2,1297,1.0
8,1301,1.0
4,1302,1.0
4,1310,0.6369
8,1314,0.4058
6,1317,0.0
9,1335,1.0
6,1339,0.2722
1,1341,1.0
2,1343,0.8435
3,1344,0.0
1,1345,0.6051
4,1346,0.0
9,1355,0.6788
0,1357,0.4919
7,1358,1.0
9,1374,0.3897
3,1381,1.0
1,1382,1.0
8,1384,0.2808
8,1392,0.4789
3,1405,1.0
3,1407,0.0
8,1410,0.7765
2,1412,0.5562
3,1421,0.0
6,1426,0.4925
9,1431,0.449
8,1437,0.7758
6,1440,0.6056
7,1447,0.7055
3,1452,0.6014
6,1460,0.2718
2,1462,0.7407
2,1465,0.5302
9,1466,0.5281
0,1478,0.4752
3,1482,1.0
1,1487,0.5009
4,1496,1.0
6,1499,0.4747
3,1501,1.0
3,1507,0.0
6,1512,0.4569
1,1514,1.0
3,1516,0.5981
6,1518,0.7306
2,1521,0.0
6,1522,0.2407
0,1523,0.659
2,1524,0.0
7,1526,0.0
6,1532,0.0
9,1536,0.4262
9,1539,0.5931
3,1542,0.0
3,1543,1.0
3,1552,0.6014
4,1556,1.0
6,1563,0.4164
0,1571,1.0
9,1584,0.5329
4,1588,0.465
3,1591,0.0
7,1594,0.5193
8,1599,0.6824
0,1604,0.4631
4,1614,0.4602
4,1618,0.7739
6,1621,1.0
6,1624,0.6354
1,1629,0.0
8,1631,0.5143
0,1632,0.891
0,1638,0.5268
8,1655,0.0
0,1657,0.4804
8,1668,1.0
4,1669,0.3866
8,1703,0.3073
1,1705,0.2416
6,1717,0.4823
1,1718,0.8252
4,1719,0.3567
5,1723,1.0
9,1724,0.6999
3,1735,0.0
4,1759,0.5582
7,1761,1.0
9,1765,0.4195
1,1783,1.0
9,1788,0.839
4,1790,0.6697
1,1792,0.5288
2,1794,0.6863
3,1800,0.5258
8,1802,1.0
2,1817,1.0
3,1819,1.0
9,1821,0.8792
6,1822,0.6907
9,1826,0.4225
9,1831,0.5062
3,1837,1.0
5,1839,1.0
4,1840,1.0
0,1842,0.7066
9,1854,0.5335
3,1859,1.0
6,1870,0.5758
9,1876,1.0
9,1879,0.8124
6,1884,0.6864
4,1885,0.7029
9,1888,0.3137
7,1898,0.7228
0,1919,1.0
3,1922,0.5543
1,1923,0.3073
1,1926,0.4616
8,1927,0.3582
0,1943,0.5156
3,1945,1.0
9,1947,0.4206
3,1949,1.0
3,1961,0.0
6,1970,0.6061
4,1973,0.8443
4,1976,0.6278
6,1982,0.22
3,1991,0.0
8,1994,0.6381
6,2000,0.5091
8,2003,0.541
2,2005,0.5726
8,2010,1.0
4,2014,0.7254
4,2023,0.4533
4,2030,1.0
8,2034,0.8444
1,2039,0.3609
2,2046,1.0
4,2047,0.2949
7,2051,1.0
1,2053,1.0
3,2054,1.0
9,2057,0.3515
2,2058,1.0
2,2060,1.0
6,2063,0.7023
3,2064,1.0
3,2069,0.6392
8,2070,0.6312
3,2072,0.0
3,2073,0.0
4,2074,0.3893
6,2078,0.4008
6,2080,1.0
2,2085,0.6326
2,2099,0.0
3,2112,0.0
0,2115,0.4356
0,2124,0.7914
6,2125,0.3699
0,2126,0.756
3,2128,1.0
0,2129,0.5665
4,2131,0.4393
4,2132,0.6398
4,2133,0.5027
0,2138,0.4391
3,2142,0.0
1,2143,0.0
3,2154,1.0
8,2159,0.348
2,2167,1.0
2,2183,0.0
0,2184,0.6567
9,2188,0.2822
2,2191,0.0
1,2192,1.0
4,2193,0.3867
7,2195,0.0
8,2201,0.378
7,2203,0.4007
5,2204,1.0
1,2206,0.0
9,2213,0.5359
8,2216,1.0
6,2220,0.3643
1,2224,0.6362
7,2225,0.5226
7,2226,0.3202
9,2231,0.4608
1,2239,0.9289
1,2243,1.0
0,2244,0.6281
9,2250,0.3781
4,2257,1.0
4,2259,0.5624
7,2262,0.1907
1,2269,1.0
8,2270,0.4565
6,2274,0.3396
9,2280,0.0
8,2282,0.2919
4,2283,0.2678
8,2284,0.6737
4,2288,0.682
1,2289,0.7067
1,2296,1.0
3,2297,1.0
6,2298,0.5693
8,2299,0.4241
8,2307,0.5
2,2308,0.0
2,2309,0.6985
2,2312,0.0
1,2321,0.3653
2,2324,0.7621
8,2327,0.3834
6,2328,1.0
8,2335,0.5198
8,2338,1.0
9,2342,0.4954
8,2343,0.7306
0,2347,0.0
9,2348,1.0
7,2351,0.4816
3,2353,0.0
2,2355,0.0
1,2357,1.0
6,2359,1.0
3,2360,0.5294
9,2363,0.5762
0,2369,0.4234
7,2373,0.5515
8,2386,0.4233
9,2388,0.6908
4,2399,0.0
7,2401,0.5033
9,2402,0.2522
0,2403,0.5505
1,2406,0.3598
4,2416,0.0
8,2419,0.3903
9,2425,0.3178
8,2426,0.0
4,2434,1.0
0,2436,0.4571
9,2438,0.6004
3,2441,0.6009
0,2442,0.6407
9,2446,0.3203
8,2450,0.608
4,2459,0.7442
3,2460,1.0
0,2462,0.5292
6,2466,1.0
9,2469,0.6431
1,2471,0.6204
6,2483,1.0
9,2484,0.5191
6,2485,0.7888
9,2487,0.8677
2,2490,0.0
9,2494,0.5532
8,2496,0.8117
4,2497,0.4337
7,2502,1.0
3,2505,0.5043
0,2507,0.4805
9,2509,0.3017
3,2514,1.0
1,2515,0.4265
2,2521,0.0
1,2522,0.3828
4,2525,0.7866
1,2528,0.0
6,2531,0.7794
3,2532,0.0
2,2538,0.5152
3,2540,1.0
8,2543,0.0
6,2545,0.7764
8,2551,0.0
8,2556,1.0
6,2563,0.4628
8,2566,0.5326
6,2568,0.4739
1,2573,0.6385
0,2581,0.6262
6,2584,0.4855
4,2585,0.5033
9,2587,0.7257
6,2588,0.2897
8,2589,0.6289
1,2593,1.0
7,2604,1.0
3,2605,0.0
4,2611,0.3854
4,2616,1.0
0,2617,0.5372
8,2620,0.0
2,2623,1.0
6,2631,0.5906
8,2634,0.6422
4,2639,0.0
4,2644,0.5983
1,2645,1.0
3,2651,1.0
2,2654,0.0
4,2661,0.5719
4,2662,1.0
8,2666,1.0
6,2667,0.9104
4,2673,0.5208
9,2675,0.3642
4,2676,0.0
4,2678,0.4093
7,2680,1.0
1,2688,1.0
6,2695,0.5212
3,2696,1.0
2,2706,0.6802
4,2708,0.3724
0,2711,0.4363
3,2713,1.0
9,2716,0.5307
7,2723,0.5022
3,2726,1.0
1,2728,1.0
8,2731,1.0
4,2733,0.3413
7,2734,0.3573
7,2736,0.4524
4,2748,0.2999
3,2750,0.6014
8,2755,0.2827
1,2757,1.0
3,2761,0.6392
2,2776,1.0
7,2782,0.7178
1,2783,1.0
6,2784,0.5591
4,2793,0.4374
4,2802,0.3673
2,2809,0.3415
4,2810,0.9007
1,2817,0.3281
8,2819,0.2393
6,2820,0.3719
3,2823,0.6014
4,2835,0.0
3,2843,1.0
9,2850,0.3957
2,2851,0.0
8,2853,0.3426
8,2855,1.0
0,2857,0.8054
8,2858,0.3982
8,2860,0.5249
4,2861,0.5565
3,2869,0.0
7,2871,0.5567
6,2875,0.593
6,2880,1.0
3,2885,1.0
2,2888,0.0
6,2890,0.471
0,2892,0.0
0,2895,0.2438
9,2896,0.5389
4,2900,0.5512
8,2902,0.6416
2,2912,1.0
8,2915,0.611
1,2918,0.4303
2,2921,1.0
8,2926,0.8185
9,2928,0.3735
3,2931,0.0
4,2932,0.4155
3,2934,0.0
9,2935,1.0
3,2943,0.5533
9,2948,0.5525
7,2949,0.6669
9,2952,1.0
3,2954,1.0
6,2955,1.0
9,2957,0.2568
3,2960,0.6392
6,2969,1.0
3,2981,1.0
8,2989,1.0
4,2990,1.0
0,2992,1.0
9,2993,0.2639
4,2994,1.0
9,3004,0.8462
4,3005,0.5049
8,3006,0.5879
9,3007,0.7131
1,3011,0.5601
7,3012,1.0
6,3013,0.5451
4,3014,0.4459
8,3019,0.8739
9,3020,0.3233
0,3022,1.0
7,3023,0.3814
7,3025,0.5584
0,3028,0.7001
9,3029,0.5215
0,3036,0.3722
3,3037,0.5012
4,3059,0.5287
2,3062,0.7129
0,3064,0.4817
0,3069,0.5079
8,3074,0.4887
3,3076,0.5246
3,3078,0.0
6,3084,0.6233
6,3086,1.0
3,3087,1.0
6,3090,0.6247
2,3091,0.0
4,3093,0.6696
3,3098,0.0
6,3101,1.0
4,3102,0.4285
1,3108,0.7081
6,3112,1.0
4,3114,0.0
4,3117,0.4076
6,3119,0.567
1,3125,0.0
1,3127,0.6402
1,3140,1.0
9,3145,0.3125
1,3146,0.6346
3,3150,0.6841
4,3152,0.6403
0,3160,0.289
2,3163,1.0
4,3165,0.4733
3,3166,0.6392
0,3170,0.5495
4,3173,0.7965
2,3175,0.0
1,3176,1.0
8,3181,1.0
2,3182,0.0
1,3187,0.0
9,3191,0.4511
2,3198,0.3402
4,3202,0.4369
8,3203,1.0
4,3204,0.5112
9,3205,0.631
9,3209,0.6779
9,3210,0.6305
0,3216,0.7568
9,3218,0.6938
4,3222,0.53
8,3224,0.0
4,3227,0.5197
4,3228,1.0
8,3229,1.0
4,3237,0.0
0,3238,0.459
9,3239,1.0
3,3243,1.0
0,3250,0.6624
4,3251,1.0
6,3252,1.0
6,3253,0.0
0,3261,0.3592
6,3263,1.0
6,3264,1.0
2,3266,0.7572
6,3269,0.0
9,3270,0.0
1,3273,1.0
1,3274,0.6497
4,3276,0.5679
2,3280,0.0
9,3284,0.3295
8,3285,1.0
8,3290,0.6452
3,3293,1.0
1,3298,1.0
4,3299,0.3392
3,3300,0.0
1,3307,0.0
8,3309,0.3856
4,3310,0.7348
1,3313,0.5109
8,3314,0.3588
4,3316,0.3186
9,3319,1.0
4,3320,0.609
3,3321,0.5029
4,3323,0.4527
8,3327,0.5375
4,3328,0.7613
7,3333,1.0
1,3334,1.0
4,3346,0.5259
4,3347,0.6209
8,3348,0.6584
4,3349,1.0
2,3350,0.4186
0,3352,0.5461
3,3354,1.0
8,3357,0.6521
8,3361,0.6142
3,3362,1.0
3,3364,1.0
3,3365,0.0
9,3369,0.5141
1,3370,0.2725
6,3372,0.5353
3,3374,1.0
8,3375,0.5182
8,3378,1.0
6,3383,0.4849
8,3388,1.0
3,3393,0.0
4,3394,0.5368
4,3395,1.0
2,3396,1.0
9,3399,1.0
0,3400,0.3746
3,3404,1.0
9,3407,0.5131
8,3409,0.6117
8,3413,0.4485
2,3414,0.4602
0,3415,0.6004
8,3418,0.4355
3,3425,0.6392
1,3426,1.0
2,3427,0.7637
0,3429,0.5137
8,3430,0.5505
1,3433,0.6112
8,3439,0.8081
4,3443,0.526
6,3444,0.3144
3,3445,1.0
4,3447,0.5499
0,3448,1.0
2,3453,0.0
1,3454,0.4327
6,3462,0.6058
1,3464,0.8729
1,3494,0.3956
6,3498,0.4062
4,3501,1.0
3,3506,0.0
1,3507,0.0
4,3511,0.7949
3,3520,0.0
6,3532,1.0
9,3533,0.2907
4,3539,0.5546
4,3541,0.6743
0,3544,0.4266
4,3545,0.6303
3,3546,0.0
3,3550,0.3756
2,3552,1.0
4,3554,0.7335
3,3556,1.0
6,3560,0.3691
3,3561,0.5278
1,3564,1.0
9,3570,0.5334
7,3573,0.6736
9,3575,0.2646
9,3580,1.0
7,3582,0.0
8,3589,0.2312
9,3590,0.3685
4,3597,1.0
1,3601,1.0
7,3604,0.6296
6,3608,0.3518
1,3611,1.0
7,3613,0.0
0,3630,0.7471
8,3633,0.8425
0,3636,0.6645
1,3641,0.4664
1,3643,0.569
0,3651,0.5578
0,3652,0.6044
1,3654,0.6634
0,3660,0.7045
8,3667,0.8883
4,3668,0.5871
2,3669,0.6782
6,3678,0.4079
3,3685,0.5039
7,3688,0.9177
8,3693,0.6776
3,3695,0.262
8,3699,0.0
4,3708,0.4085
8,3715,0.8382
0,3717,0.4663
8,3725,0.6838
6,3729,0.497
6,3733,0.3439
9,3737,0.3892
2,3739,1.0
3,3741,1.0
6,3746,0.4488
0,3748,0.6615
9,3752,1.0
9,3757,0.3996
8,3758,0.4166
0,3759,0.3744
9,3761,0.0
3,3770,0.5436
3,3771,0.0
6,3790,0.5304
9,3793,0.5568
6,3798,0.3714
1,3808,0.7261
6,3810,0.5658
6,3819,0.4068
8,3820,1.0
4,3821,0.7283
9,3824,0.6297
2,3833,1.0
9,3834,0.4882
4,3842,0.3357
3,3843,0.0
8,3850,1.0
9,3852,0.0
1,3856,0.4322
0,3858,0.695
3,3870,1.0
2,3875,0.4217
2,3878,0.6611
1,3883,0.533
9,3886,0.3905
1,3891,0.4953
8,3910,1.0
8,3913,0.3644
2,3916,0.0
6,3926,0.4754
6,3931,0.5218
5,3934,1.0
3,3938,0.6392
3,3941,0.2692
7,3943,0.4761
0,3947,0.8026
9,3955,0.5697
0,3957,1.0
1,3964,0.0
6,3968,0.3132
1,3969,0.6836
6,3971,0.2869
3,3977,0.6163
9,3984,0.5236
1,3985,1.0
1,3996,0.5439
8,4005,1.0
1,4012,0.6033
3,4026,0.6507
2,4031,1.0
2,4035,1.0
4,4041,0.552
5,4042,1.0
6,4047,0.4079
1,4049,1.0
3,4052,0.5436
0,4057,0.556
8,4061,0.8385
4,4067,0.6661
6,4070,0.3295
3,4072,0.3946
9,4073,0.4459
4,4077,0.7227
9,4086,0.5055
9,4089,0.9255
1,4096,0.544
2,4101,1.0
4,4102,0.0
1,4107,0.4561
8,4109,0.0
6,4128,0.4968
6,4129,0.3737
3,4131,1.0
3,4132,0.0
8,4135,0.5518
3,4138,1.0
0,4140,0.5304
4,4142,0.5166
2,4143,1.0
4,4147,0.6001
1,4150,0.6703
3,4155,0.2557
7,4157,0.4873
8,4159,0.8573
9,4164,0.5416
9,4169,1.0
0,4172,0.3903
4,4175,1.0
4,4177,1.0
9,4179,0.0
2,4180,1.0
0,4190,0.5157
4,4192,0.0
1,4197,0.5619
9,4199,0.415
3,4200,1.0
2,4203,1.0
2,4209,1.0
1,4214,0.5101
0,4219,0.7409
0,4224,0.6912
4,4228,1.0
4,4229,0.0
7,4231,0.5216
3,4237,0.6454
4,4239,0.5611
3,4241,0.7077
0,4242,0.626
2,4243,1.0
1,4248,0.3751
0,4251,0.4337
2,4256,0.5514
2,4259,0.377
1,4261,0.5559
2,4262,0.399
4,4263,0.6436
6,4267,0.5248
9,4268,0.6355
6,4269,0.6611
7,4270,0.8175
0,4271,1.0
3,4280,0.552
8,4281,0.4464
6,4284,0.1706
9,4289,0.0
6,4290,0.5732
7,4296,1.0
4,4297,0.0
4,4298,0.3616
7,4299,0.8674
4,4304,0.7296
7,4305,0.0
9,4309,0.5626
4,4311,0.7206
0,4312,0.5126
4,4320,0.6415
9,4322,0.8752
6,4323,0.7127
3,4326,0.5199
3,4327,0.6842
3,4328,0.2557
8,4331,0.3825
3,4334,0.2999
8,4335,0.0
8,4336,0.35
8,4338,0.3788
2,4341,0.4628
6,4346,0.2814
2,4347,0.7298
6,4350,0.3365
6,4354,1.0
1,4358,0.5512
6,4369,0.0
3,4370,1.0
0,4371,0.4556
3,4372,1.0
3,4374,0.0
0,4375,1.0
1,4377,0.6366
4,4379,0.5509
0,4380,0.4435
2,4385,1.0
3,4393,1.0
8,4402,0.6898
9,4412,0.6908
3,4418,0.552
3,4422,0.0
0,4429,0.3641
7,4430,0.5062
2,4431,1.0
3,4439,0.6392
9,4444,1.0
4,4446,0.6489
0,4447,0.4578
6,4448,0.3493
3,4449,0.0
8,4462,0.4484
9,4464,0.5283
3,4465,0.0
8,4466,0.5127
9,4468,0.0
2,4470,1.0
1,4471,0.6506
4,4477,1.0
4,4478,0.6147
0,4483,0.2661
3,4486,0.5775
2,4490,1.0
0,4491,0.5017
3,4497,1.0
1,4499,0.0
9,4502,0.0
9,4503,0.8706
4,4504,0.5075
4,4505,0.5054
3,4506,0.4505
3,4507,0.3976
4,4508,0.777
6,4509,0.544
7,4510,0.617
4,4512,0.0
9,4518,0.6859
3,4520,1.0
4,4523,0.8598
9,4525,1.0
3,4531,0.5005
5,4533,1.0
3,4534,0.0
9,4542,0.7795
0,4545,0.5458
9,4547,0.3823
2,4548,1.0
8,4549,0.4065
3,4550,0.5295
9,4552,0.3481
8,4554,0.577
6,4555,0.6265
4,4567,0.0
9,4569,0.2847
7,4572,0.3434
2,4574,1.0
2,4576,0.6885
1,4581,0.0
3,4589,0.0
6,4591,0.4631
0,4594,0.5394
7,4599,0.5571
8,4601,0.7231
6,4608,0.4865
3,4613,1.0
1,4617,1.0
4,4620,0.0
3,4621,1.0
3,4630,0.3094
3,4632,1.0
1,4633,1.0
9,4634,0.7547
0,4637,0.4582
4,4642,0.6343
1,4649,0.6112
3,4656,0.0
9,4659,0.3915
6,4660,0.5458
2,4666,0.4678
1,4667,0.412
3,4668,1.0
9,4670,0.4996
9,4677,0.0
3,4686,0.0
9,4687,0.3266
3,4688,0.0
1,4692,0.2991
4,4694,0.2955
3,4697,1.0
3,4698,0.495
4,4699,1.0
1,4702,0.7518
9,4704,0.4493
1,4705,0.0
3,4708,1.0
0,4711,0.7658
3,4725,1.0
2,4729,0.6014
9,4737,1.0
3,4743,0.552
9,4744,0.6731
3,4747,1.0
8,4759,0.0
4,4761,0.4825
4,4762,0.3574
9,4776,0.0
8,4777,0.9124
1,4778,0.5029
1,4783,0.3145
1,4785,0.521
7,4795,0.7763
4,4802,1.0
4,4803,0.8189
1,4814,0.5293
4,4817,0.5436
9,4819,0.4042
3,4820,1.0
2,4824,1.0
9,4830,0.4623
0,4839,0.6751
3,4841,0.0
9,4842,1.0
4,4843,1.0
6,4846,1.0
9,4848,0.8192
7,4858,1.0
2,4864,0.726
