papers,dominant_topic
1826,0
1831,0
1837,11
1839,1
1840,12
1842,4
1854,0
1859,11
1870,4
1876,0
1879,0
1884,4
1885,12
1888,0
1898,5
1919,14
1922,3
1923,10
1926,8
1927,10
1943,14
1945,8
1947,0
1949,3
1961,11
1970,4
1973,2
1976,13
1982,4
1991,11
1994,7
2000,4
2003,12
2005,6
2010,10
2014,2
2023,13
2030,9
2034,7
2039,8
2046,6
2047,12
2051,5
2053,8
2054,11
2057,10
2058,6
2060,6
2063,4
2064,11
2069,11
2070,7
2072,11
2073,3
2074,12
2078,4
2080,4
2085,6
2099,6
2112,11
2115,14
2124,14
2125,4
2126,14
2128,11
2129,4
2131,13
2132,13
2133,13
2138,14
2142,3
2143,8
2154,11
2159,7
2167,6
2183,11
2184,14
2188,0
2191,11
2192,8
2193,12
2195,5
2201,7
2203,5
2204,1
2206,8
2213,0
2216,7
2220,4
2224,8
2225,11
2226,5
2231,0
2239,8
2243,10
2244,14
2250,0
2257,12
2259,13
2262,5
2269,8
2270,7
2274,4
2280,10
2282,7
2283,12
2284,7
2288,13
2289,8
2296,8
2297,11
2298,4
2299,10
2307,7
2308,6
2309,6
2312,11
2321,10
2324,6
2327,7
2328,4
2335,7
2338,7
2342,10
2343,10
2347,14
2348,10
2351,5
2353,11
2355,6
2357,8
2359,4
2360,11
2363,10
2369,14
2373,5
2386,12
2388,10
2399,2
2401,10
2402,0
2403,14
2406,3
2416,12
2419,7
2425,0
2426,7
2434,12
2436,14
2438,0
2441,3
2442,14
2446,4
2450,7
2459,13
2460,11
2462,14
2466,4
2469,0
2471,10
2483,4
2484,4
2485,4
2487,0
2490,6
2494,10
2496,7
2497,2
2502,5
2505,3
2507,14
2509,0
2514,11
2515,10
2521,6
2522,8
2525,12
2528,3
2531,4
2532,8
2538,6
2540,11
2543,7
2545,4
2551,5
2556,7
2563,4
2566,10
2568,4
2573,8
2581,14
2584,12
2585,12
2587,0
2588,4
2589,10
2593,3
2604,5
2605,11
2611,2
2616,12
2617,14
2620,7
2623,6
2631,4
2634,7
2639,12
2644,13
2645,8
2651,8
2654,6
2661,12
2662,12
2666,10
2667,4
2673,13
2675,0
2676,12
2678,13
2680,11
2688,8
2695,4
2696,3
2706,6
2708,12
2711,14
2713,11
2716,0
2723,5
2726,11
2728,10
2731,7
2733,12
2734,5
2736,5
2748,12
2750,3
2755,10
2757,3
2761,11
2776,6
2782,5
2783,3
2784,4
2793,12
2802,13
2809,6
2810,13
2817,10
2819,7
2820,4
2823,3
2835,12
2843,11
2850,10
2851,6
2853,7
2855,7
2857,14
2858,7
2860,7
2861,12
2869,11
2871,5
2875,4
2880,4
2885,3
2888,11
2890,4
2892,14
2895,14
2896,0
2900,12
2902,7
2912,6
2915,7
2918,10
2921,6
2926,10
2928,10
2931,11
2932,12
2934,3
2935,10
2943,3
2948,0
2949,5
2952,0
2954,3
2955,4
2957,0
2960,11
2969,4
2981,11
2989,10
2990,2
2992,14
2993,0
2994,12
3004,10
3005,12
3006,7
3007,0
3011,3
3012,5
3013,4
3014,12
3019,7
3020,0
3022,14
3023,5
3025,5
3028,14
3029,10
3036,14
3037,3
3059,13
3062,6
3064,14
3069,14
3074,7
3076,11
3078,11
3084,4
3086,4
3087,11
3090,4
3091,6
3093,13
3098,11
3101,4
3102,12
3108,8
3112,4
3114,13
3117,12
3119,4
3125,3
3127,8
3140,8
3145,10
3146,8
3150,3
3152,13
3160,14
3163,6
3165,12
3166,11
3170,14
3173,13
3175,11
3176,8
3181,7
3182,11
3187,8
3191,0
3198,6
3202,12
3203,7
3204,13
3205,10
3209,0
3210,10
3216,14
3218,10
3222,13
3224,7
3227,2
3228,12
3229,7
3237,2
3238,14
3239,0
3243,11
3250,14
3251,12
3252,4
3253,4
3261,14
3263,4
3264,4
3266,6
3269,4
3270,0
3273,8
3274,8
3276,12
3280,6
3284,0
3285,7
3290,7
3293,11
3298,10
3299,13
3300,3
3307,8
3309,7
3310,13
3313,8
3314,7
3316,2
3319,0
3320,13
3321,11
3323,13
3327,7
3328,12
3333,5
3334,8
3346,2
3347,13
3348,7
3349,2
3350,8
3352,14
3354,11
3357,7
3361,10
3362,3
3364,8
3365,11
3369,0
3370,3
3372,4
3374,11
3375,7
3378,10
3383,4
3388,7
3393,11
3394,2
3395,12
3396,6
3399,0
3400,14
3404,3
3407,10
3409,10
3413,7
3414,6
3415,14
3418,7
3425,11
3426,8
3427,6
3429,14
3430,10
3433,10
3439,10
3443,13
3444,4
3445,11
3447,12
3448,14
3453,11
3454,3
3462,4
3464,8
3494,10
3498,4
3501,13
3506,11
3507,8
3511,9
3520,11
3532,4
3533,10
3539,13
3541,13
3544,14
3545,12
3546,11
3550,3
3552,11
3554,12
3556,11
3560,4
3561,11
3564,8
3570,10
3573,5
3575,10
3580,0
3582,5
3589,10
3590,0
3597,12
3601,11
3604,5
3608,4
3611,8
3613,5
3630,14
3633,7
3636,14
3641,10
3643,8
3651,14
3652,14
3654,8
3660,14
3667,10
3668,2
3669,6
3678,4
3685,11
3688,5
3693,7
3695,11
3699,7
3708,9
3715,7
3717,14
3725,7
3729,4
3733,4
3737,0
3739,6
3741,11
3746,4
3748,14
3752,4
3757,10
3758,5
3759,4
3761,10
3770,11
3771,11
3790,4
3793,10
3798,4
3808,10
3810,4
3819,4
3820,7
3821,2
3824,0
3833,6
3834,10
3842,12
3843,3
3850,7
3852,0
3856,10
3858,14
3870,11
3875,6
3878,11
3883,8
3886,10
3891,8
3910,7
3913,10
3916,6
3926,4
3931,4
3934,1
3938,11
3941,11
3943,5
3947,14
3955,10
3957,14
3964,8
3968,4
3969,8
3971,4
3977,11
3984,0
3985,8
3996,3
4005,7
4012,8
4026,11
4031,6
4035,6
4041,2
4042,1
4047,4
4049,8
4052,11
4057,14
4061,7
4067,12
4070,4
4072,11
4073,10
4077,13
4086,10
4089,0
4096,8
4101,6
4102,12
4107,3
4109,7
4128,4
4129,4
4131,11
4132,11
4135,7
4138,11
4140,13
4142,12
4143,11
4147,13
4150,3
4155,3
4157,10
4159,7
4164,0
4169,10
4172,14
4175,12
4177,12
4179,10
4180,6
4190,14
4192,12
4197,10
4199,10
4200,11
4203,6
4209,6
4214,8
4219,14
4224,14
4228,12
4229,12
4231,5
4237,11
4239,12
4241,8
4242,14
4243,6
4248,8
4251,14
4256,6
4259,6
4261,8
4262,6
4263,12
4267,4
4268,0
4269,4
4270,5
4271,14
4280,11
4281,7
4284,4
4289,10
4290,4
4296,5
4297,12
4298,9
4299,5
4304,12
4305,5
4309,10
4311,12
4312,14
4320,12
4322,0
4323,4
4326,3
4327,6
4328,3
4331,7
4334,11
4335,5
4336,7
4338,10
4341,6
4346,4
4347,6
4350,4
4354,4
4358,8
4369,4
4370,11
4371,14
4372,11
4374,3
4375,14
4377,10
4379,12
4380,14
4385,6
4393,11
4402,10
4412,10
4418,11
4422,3
4429,14
4430,5
4431,6
4439,11
4444,0
4446,13
4447,14
4448,4
4449,3
4462,10
4464,0
4465,8
4466,7
4468,0
4470,6
4471,10
4477,2
4478,12
4483,14
4486,11
4490,6
4491,14
4497,11
4499,10
4502,4
4503,0
4504,12
4505,13
4506,11
4507,3
4508,13
4509,4
4510,5
4512,12
4518,0
4520,11
4523,13
4525,10
4531,11
4533,1
4534,11
4542,0
4545,14
4547,0
4548,6
4549,5
4550,11
4552,10
4554,7
4555,4
4567,12
4569,0
4572,5
4574,11
4576,6
4581,8
4589,11
4591,4
4594,14
4599,5
4601,7
4608,4
4613,11
4617,3
4620,12
4621,8
4630,3
4632,11
4633,3
4634,0
4637,14
4642,12
4649,3
4656,11
4659,0
4660,12
4666,6
4667,8
4668,11
4670,0
4677,10
4686,11
4687,0
4688,3
4692,8
4694,12
4697,3
4698,11
4699,12
4702,10
4704,0
4705,8
4708,11
4711,14
4725,11
4729,6
4737,0
4743,11
4744,0
4747,11
4759,7
4761,2
4762,12
4776,0
4777,7
4778,8
4783,8
4785,10
4795,5
4802,13
4803,13
4814,10
4817,13
4819,0
4820,8
4824,6
4830,10
4839,14
4841,11
4842,10
4843,13
4846,4
4848,0
4858,5
4864,6
