papers,dominant_topic
4531,2
4533,0
4534,2
4542,3
4545,1
4547,3
4548,2
4549,0
4550,2
4552,4
4554,0
4555,1
4567,1
4569,3
4572,0
4574,2
4576,2
4581,3
4589,2
4591,1
4594,1
4599,0
4601,0
4608,1
4613,2
4617,2
4620,1
4621,2
4630,2
4632,2
4633,2
4634,3
4637,1
4642,1
4649,2
4656,2
4659,3
4660,1
4666,2
4667,3
4668,2
4670,3
4677,0
4686,2
4687,3
4688,2
4692,3
4694,1
4697,2
4698,2
4699,1
4702,3
4704,3
4705,3
4708,2
4711,1
4725,2
4729,2
4737,1
4743,2
4744,3
4747,2
4759,0
4761,1
4762,1
4776,3
4777,0
4778,3
4783,0
4785,3
4795,0
4802,4
4803,4
4814,0
4817,4
4819,3
4820,2
4824,2
4830,3
4839,1
4841,2
4842,3
4843,4
4846,1
4848,3
4858,0
4864,2
